Gender,Age,HeadCircumference,ShoulderWidth,ChestWidth ,Belly ,Waist ,Hips ,ArmLength ,ShoulderToWaist ,WaistToKnee ,LegLength,TotalHeight,Class
2.0,27,0.11358313751607471,0.7730315517428347,0.26824462384782516,-0.61172732856745,-1.055859241832324,-0.5023353386309491,0.40693989694206917,0.017426169977366516,-0.49235134767903105,-1.1149013377840418,0.4010880955619152,5
2.0,28,-1.2221396145232923,-0.06696473928471375,0.644682123457629,-0.7104152888395003,-0.941820063900283,1.2139904042224843,1.1510883018361342,0.7612895451306212,2.966470619913291,-1.7457611482585509,-0.09250568813304035,5
2.0,22,-0.9549950641154189,0.9830306244997218,0.644682123457629,-0.61172732856745,-0.3716241742400779,-0.1590701900602624,0.22090279571855295,1.1332212327072486,0.8527460841624275,-0.9887293756891399,0.9769475098726966,3
2.0,18,1.1821613391475683,0.5630324789859475,0.26824462384782516,-0.3156634477512992,-0.827780885968242,0.9851469718420266,0.7790140993891016,1.3191870764955622,-0.49235134767903105,-1.1149013377840418,0.0720255730986115,3
2.0,26,-0.6878505137075456,0.14303433347217334,0.8329008732625309,-0.3156634477512992,0.4266500712842093,0.8707252556517977,0.03486569449503672,0.2033920137656802,0.46843253220772507,-0.9887293756891399,0.8124162486410448,5
2.0,29,0.11358313751607471,0.9830306244997218,0.45646337365272704,-0.3156634477512992,0.0845325374880862,0.18419495851042428,0.22090279571855295,0.3893578575539939,0.2762757562303738,-0.6102134894044343,0.8946818792568707,5
2.0,20,0.9150167887396949,1.403028770013496,0.45646337365272704,-0.4143514080233495,-0.14354581837599584,-0.04464847387003351,0.03486569449503672,1.6911187640721896,0.08411898025302261,-0.9887293756891399,0.23655683433026334,3
2.0,27,-0.42070596329967214,0.14303433347217334,1.0211196230674329,-0.907791209383601,0.0845325374880862,-0.1590701900602624,0.03486569449503672,1.8770846078605032,0.08411898025302261,-1.1149013377840418,0.7301506180252189,5
2.0,24,-1.2221396145232923,1.1930296972566088,0.26824462384782516,-1.1051671299277015,0.6547284271482914,0.2986166747006532,0.03486569449503672,0.2033920137656802,1.6213731880718325,-1.4934172240687473,0.9769475098726966,5
2.0,29,15.875111611580605,0.9830306244997218,0.26824462384782516,-0.3156634477512992,0.0845325374880862,0.06977324232019538,0.9650512006126178,0.7612895451306212,0.46843253220772507,-0.8625574135942381,-0.3393025799805181,5
2.0,27,0.11358313751607471,1.403028770013496,0.26824462384782516,-0.2169754874792489,0.31261089335216824,1.2139904042224843,-0.7092827103990282,0.3893578575539939,1.6213731880718325,-2.2504489966381582,-0.2570369493646922,5
2.0,24,-1.4892841649311657,0.9830306244997218,0.45646337365272704,-0.5130393682953998,-0.3716241742400779,0.06977324232019538,-0.1511714067284795,1.5051529202838758,0.8527460841624275,-0.7363854514993362,0.7301506180252189,5
2.0,27,-0.9549950641154189,1.613027842770383,0.26824462384782516,-0.8091032491115506,-0.14354581837599584,1.2139904042224843,-0.33720850795199575,1.6911187640721896,-1.0688216756110847,0.5253341694496823,-1.491021408602081,5
2.0,18,-1.4892841649311657,1.403028770013496,0.26824462384782516,-0.5130393682953998,0.0845325374880862,0.18419495851042428,-0.1511714067284795,-0.16853967381094717,-0.8766648996337335,1.5347098662088972,-0.2570369493646922,3
2.0,19,-1.7564287153390392,1.613027842770383,0.644682123457629,-0.3156634477512992,-0.713741708036201,0.06977324232019538,0.03486569449503672,0.017426169977366516,-0.6845081236563823,0.020646321070074896,-0.09250568813304035,3
2.0,20,-0.42070596329967214,0.9830306244997218,0.644682123457629,-0.2169754874792489,-0.941820063900283,0.41303839089088207,0.22090279571855295,0.2033920137656802,-0.49235134767903105,0.14681828316497675,-0.01024005751721442,3
2.0,24,-0.9549950641154189,1.403028770013496,0.8329008732625309,-0.2169754874792489,-0.941820063900283,0.527460107081111,0.03486569449503672,0.3893578575539939,0.2762757562303738,-0.6102134894044343,-0.6683651024438219,5
2.0,25,0.3807276879239481,0.5630324789859475,0.45646337365272704,-0.8091032491115506,-0.713741708036201,0.9851469718420266,-0.1511714067284795,0.2033920137656802,0.08411898025302261,0.020646321070074896,0.9769475098726966,5
2.0,21,-0.42070596329967214,1.1930296972566088,1.0211196230674329,-0.907791209383601,-0.59970253010416,-0.04464847387003351,0.22090279571855295,-0.16853967381094717,0.2762757562303738,0.3991622073547804,0.4010880955619152,3
2.0,19,-0.42070596329967214,1.1930296972566088,1.2093383728723348,-0.7104152888395003,-0.59970253010416,-0.1590701900602624,0.40693989694206917,0.017426169977366516,0.08411898025302261,-0.8625574135942381,0.8946818792568707,3
2.0,17,-0.42070596329967214,1.403028770013496,1.0211196230674329,-0.7104152888395003,-0.713741708036201,-0.04464847387003351,0.22090279571855295,0.017426169977366516,0.2762757562303738,0.14681828316497675,0.1542912037144374,3
2.0,30,1.4493058895554418,-0.06696473928471375,0.08002587404292323,-0.2169754874792489,-0.2575849963080369,0.06977324232019538,-0.1511714067284795,0.3893578575539939,0.08411898025302261,-0.7363854514993362,0.7301506180252189,5
2.0,29,-0.42070596329967214,0.9830306244997218,-0.8610678749815863,-0.4143514080233495,0.0845325374880862,-0.04464847387003351,0.40693989694206917,-0.16853967381094717,0.2762757562303738,-0.6102134894044343,-0.3393025799805181,5
2.0,28,-0.1535614128917987,0.7730315517428347,0.26824462384782516,-0.2169754874792489,0.19857171542012722,1.2139904042224843,0.40693989694206917,-0.16853967381094717,0.2762757562303738,-0.4840415273095325,-0.09250568813304035,5
2.0,18,-0.9549950641154189,1.403028770013496,0.644682123457629,-0.4143514080233495,0.0845325374880862,-0.2734919062504913,0.22090279571855295,1.5051529202838758,0.08411898025302261,-1.2410732998789435,0.23655683433026334,3
2.0,19,-0.9549950641154189,0.7730315517428347,1.0211196230674329,-0.11828752720719861,-0.4856633521721189,-0.2734919062504913,0.22090279571855295,-0.16853967381094717,-0.49235134767903105,-0.9887293756891399,0.8946818792568707,3
2.0,17,0.11358313751607471,0.9830306244997218,-0.10819287576197868,-0.7104152888395003,-0.4856633521721189,-0.3879136224407202,-0.33720850795199575,0.5753237013423076,1.0449028601397787,1.4085379041139952,0.9769475098726966,3
2.0,54,1.4493058895554418,0.7730315517428347,-0.2964116255668806,-0.907791209383601,0.4266500712842093,-0.3879136224407202,0.7790140993891016,1.6911187640721896,1.0449028601397787,2.41791360087321,1.9641350772626078,7
2.0,24,0.9150167887396949,1.403028770013496,0.08002587404292323,-0.8091032491115506,-0.3716241742400779,-0.2734919062504913,0.9650512006126178,0.5753237013423076,0.46843253220772507,0.9038500557343878,-0.8328963636754736,5
2.0,22,0.9150167887396949,0.7730315517428347,1.2093383728723348,-0.11828752720719861,0.19857171542012722,0.41303839089088207,0.7790140993891016,1.6911187640721896,0.8527460841624275,0.14681828316497675,0.8946818792568707,4
2.0,18,0.3807276879239481,0.7730315517428347,0.644682123457629,-0.5130393682953998,-0.2575849963080369,0.06977324232019538,0.40693989694206917,1.5051529202838758,1.0449028601397787,-0.9887293756891399,-0.8328963636754736,3
2.0,32,-1.2221396145232923,-1.5369582485829234,-1.2375053745913902,-1.2038550901997518,-1.3979767756284471,-1.3032873519625514,-1.6394682165166095,1.1332212327072486,-1.6452920035431384,-1.1149013377840418,-1.9846151922970365,5
2.0,3,0.11358313751607471,0.9830306244997218,-0.8610678749815863,-1.0064791696556512,0.31261089335216824,-1.0744439195820936,0.7790140993891016,1.1332212327072486,0.46843253220772507,1.2823659420190934,0.9769475098726966,0
2.0,7,-0.9549950641154189,-0.696961957555375,0.08002587404292323,-0.8091032491115506,-0.713741708036201,-0.3879136224407202,-0.7092827103990282,0.7612895451306212,-0.6845081236563823,-0.10552564102482695,-0.6683651024438219,1
2.0,24,0.3807276879239481,0.3530334062290605,-0.4846303753717825,-1.0064791696556512,-0.941820063900283,-0.616757054821178,0.7790140993891016,1.3191870764955622,0.46843253220772507,1.4085379041139952,0.9769475098726966,5
2.0,15,0.6478722383318215,0.3530334062290605,-0.10819287576197868,-0.907791209383601,-0.59970253010416,-0.616757054821178,0.40693989694206917,0.9472553889189349,0.08411898025302261,0.777678093639486,0.6478849874093929,3
2.0,2,-0.1535614128917987,0.9830306244997218,-0.2964116255668806,-0.8091032491115506,-0.3716241742400779,-0.2734919062504913,-2.197579520187158,1.6911187640721896,0.46843253220772507,1.5347098662088972,-0.42156821059634403,0
2.0,21,0.6478722383318215,0.3530334062290605,1.2093383728723348,-0.61172732856745,0.0845325374880862,-0.2734919062504913,0.5929769981655855,0.7612895451306212,0.8527460841624275,0.3991622073547804,-0.42156821059634403,3
2.0,24,0.11358313751607471,-0.06696473928471375,-1.0492866247864883,-1.0064791696556512,-0.2575849963080369,0.06977324232019538,-0.523245609175512,0.017426169977366516,0.6605893081850763,1.2823659420190934,0.0720255730986115,5
2.0,18,-0.9549950641154189,0.9830306244997218,-1.2375053745913902,-0.907791209383601,-0.59970253010416,-0.04464847387003351,-0.8953198116225445,0.3893578575539939,0.8527460841624275,0.3991622073547804,1.2237444017201744,3
2.0,50,-1.2221396145232923,1.8230269155272703,0.644682123457629,-0.8091032491115506,3.505707875449317,-0.616757054821178,0.5929769981655855,-1.0983688927525155,0.2762757562303738,0.2729902452598786,-0.3393025799805181,7
2.0,42,-1.7564287153390392,-0.9069610303122622,-0.4846303753717825,-1.1051671299277015,3.391668697517276,-0.2734919062504913,0.22090279571855295,1.3191870764955622,0.08411898025302261,-1.7457611482585509,0.48335372617774114,6
2.0,25,0.3807276879239481,-0.06696473928471375,-0.6728491251766844,-0.61172732856745,-1.055859241832324,-0.04464847387003351,-0.7092827103990282,0.2033920137656802,0.8527460841624275,0.5253341694496823,1.6350725547993041,5
2.0,33,1.1821613391475683,0.3530334062290605,-0.4846303753717825,-0.7104152888395003,0.0845325374880862,-0.7311787710114069,0.40693989694206917,-0.16853967381094717,0.6605893081850763,0.2729902452598786,1.71733818541513,5
2.0,39,0.9150167887396949,-0.9069610303122622,-0.6728491251766844,-0.2169754874792489,0.19857171542012722,-0.04464847387003351,0.22090279571855295,0.9472553889189349,0.6605893081850763,0.2729902452598786,0.0720255730986115,6
2.0,26,-2.0235732657469128,-0.06696473928471375,-0.2964116255668806,-0.907791209383601,-0.2575849963080369,-0.2734919062504913,0.03486569449503672,0.3893578575539939,2.5821570679585886,0.3991622073547804,-0.09250568813304035,5
2.0,44,-2.825006916970533,0.3530334062290605,-0.8610678749815863,-0.11828752720719861,1.3389634947405376,-0.3879136224407202,0.22090279571855295,0.2033920137656802,0.6605893081850763,0.2729902452598786,1.4705412935676523,6
2.0,50,0.11358313751607471,0.9830306244997218,-0.8610678749815863,-0.019599566935148315,3.733786231313399,1.9005207013638576,3.9416448201888774,3.3648113581670125,2.5821570679585886,0.2729902452598786,-0.09250568813304035,7
2.0,42,0.11358313751607471,-0.486962884798488,-0.6728491251766844,-0.11828752720719861,2.3653160961289066,2.815894430885689,4.127681921412393,2.8069138268020715,2.390000291981237,0.3991622073547804,-0.6683651024438219,6
2.0,24,-0.42070596329967214,1.1930296972566088,1.2093383728723348,-1.0064791696556512,-1.055859241832324,1.2139904042224843,-0.1511714067284795,-0.5404713613875745,0.46843253220772507,-2.2504489966381582,-1.0796932555229515,5
2.0,27,0.6478722383318215,0.3530334062290605,0.45646337365272704,-0.8091032491115506,-0.941820063900283,-0.1590701900602624,-0.7092827103990282,0.5753237013423076,0.6605893081850763,-1.4934172240687473,0.6478849874093929,5
2.0,29,1.1821613391475683,0.7730315517428347,0.8329008732625309,-0.61172732856745,-0.827780885968242,-0.04464847387003351,0.03486569449503672,0.7612895451306212,1.6213731880718325,-0.8625574135942381,0.1542912037144374,5
2.0,30,-0.1535614128917987,1.1930296972566088,0.644682123457629,-0.4143514080233495,-0.3716241742400779,0.06977324232019538,1.1510883018361342,0.9472553889189349,-0.30019457170167985,-1.1149013377840418,-0.2570369493646922,5
2.0,28,-1.2221396145232923,0.9830306244997218,0.26824462384782516,-0.8091032491115506,0.5406892492162503,-0.2734919062504913,0.9650512006126178,1.1332212327072486,-0.49235134767903105,-0.9887293756891399,0.23655683433026334,5
2.0,29,-1.4892841649311657,1.1930296972566088,0.8329008732625309,-0.4143514080233495,0.19857171542012722,-0.1590701900602624,0.03486569449503672,0.3893578575539939,1.0449028601397787,-0.6102134894044343,-0.42156821059634403,5
2.0,20,0.11358313751607471,0.7730315517428347,0.8329008732625309,-0.61172732856745,-0.14354581837599584,-0.2734919062504913,0.03486569449503672,-0.16853967381094717,0.08411898025302261,-0.9887293756891399,0.1542912037144374,3
2.0,19,0.9150167887396949,1.403028770013496,1.0211196230674329,-1.0064791696556512,-0.14354581837599584,0.06977324232019538,0.22090279571855295,-0.7264372051758882,1.4292164120944812,-1.3672452619738455,0.0720255730986115,3
2.0,24,-0.1535614128917987,1.403028770013496,0.644682123457629,-0.5130393682953998,1.1108851388764553,0.2986166747006532,0.9650512006126178,1.8770846078605032,0.8527460841624275,-0.6102134894044343,-0.7506307330596477,5
2.0,22,-0.1535614128917987,0.9830306244997218,0.8329008732625309,-0.61172732856745,0.31261089335216824,0.06977324232019538,0.7790140993891016,1.6911187640721896,0.6605893081850763,-0.7363854514993362,-0.09250568813304035,4
2.0,26,-0.9549950641154189,0.3530334062290605,0.644682123457629,-1.0064791696556512,-0.2575849963080369,-0.2734919062504913,-0.33720850795199575,0.3893578575539939,0.2762757562303738,-0.9887293756891399,-0.5860994718279959,5
2.0,25,0.3807276879239481,0.5630324789859475,1.0211196230674329,-0.4143514080233495,0.0845325374880862,0.06977324232019538,0.22090279571855295,0.3893578575539939,0.46843253220772507,0.3991622073547804,0.1542912037144374,5
2.0,3,-0.42070596329967214,-0.9069610303122622,-0.10819287576197868,-0.5130393682953998,-1.283937597696406,-1.4177090681527802,-2.197579520187158,-1.0983688927525155,-2.0296055554978407,-1.3672452619738455,-2.3136777147603405,0
2.0,7,0.11358313751607471,-0.06696473928471375,0.08002587404292323,0.07908839333690197,-0.59970253010416,-0.8456004872016358,-1.267394014069577,-0.35450551759926086,-1.0688216756110847,-0.2316976031197288,-1.491021408602081,1
2.0,18,-0.42070596329967214,0.5630324789859475,-0.8610678749815863,-1.4012310107438524,-1.1698984197643651,-0.9600222033918647,0.03486569449503672,0.7612895451306212,-0.8766648996337335,0.020646321070074896,-0.17477131874886626,3
2.0,2,0.11358313751607471,-1.7469573213398106,-1.613942874201194,-1.302543050471802,-0.941820063900283,-1.4177090681527802,-0.523245609175512,-2.028198111694084,-1.6452920035431384,-1.2410732998789435,-2.231412084144514,0
2.0,3,0.6478722383318215,-0.696961957555375,-1.2375053745913902,-1.4999189710159027,-1.1698984197643651,-1.4177090681527802,-2.197579520187158,-1.2843347365408293,-1.8374487795204897,-1.2410732998789435,-1.491021408602081,0
2.0,7,0.11358313751607471,-0.27696381204160087,-0.8610678749815863,-1.4012310107438524,-1.3979767756284471,-0.8456004872016358,-2.011542418963642,0.5753237013423076,-1.260978451588436,-0.2316976031197288,-0.9974276249071254,1
2.0,14,0.3807276879239481,0.3530334062290605,-1.4257241243962921,-1.1051671299277015,-1.1698984197643651,-1.0744439195820936,0.22090279571855295,0.3893578575539939,-1.260978451588436,0.3991622073547804,-0.42156821059634403,2
2.0,18,0.9150167887396949,0.5630324789859475,0.644682123457629,-0.5130393682953998,-0.3716241742400779,-0.1590701900602624,0.5929769981655855,0.7612895451306212,0.8527460841624275,1.9132257524936027,0.7301506180252189,3
2.0,4,-0.6878505137075456,-0.06696473928471375,-0.4846303753717825,-1.0064791696556512,-1.1698984197643651,-1.0744439195820936,-1.267394014069577,-1.0983688927525155,-1.4531352275657872,-1.1149013377840418,-1.3264901473704291,0
2.0,2,-0.6878505137075456,-1.1169601030691494,-0.2964116255668806,-1.1051671299277015,-1.1698984197643651,-1.0744439195820936,-2.011542418963642,-1.470300580329143,-1.4531352275657872,-1.1149013377840418,-2.0668808229128626,0
2.0,19,0.11358313751607471,0.7730315517428347,-0.6728491251766844,-1.1051671299277015,-1.055859241832324,-0.7311787710114069,0.22090279571855295,0.9472553889189349,-0.30019457170167985,0.3991622073547804,-0.01024005751721442,3
2.0,3,-0.9549950641154189,-1.3269591758260364,-1.4257241243962921,-1.302543050471802,-1.055859241832324,-1.1888656357723224,-1.8255053177401255,-1.470300580329143,-1.4531352275657872,-1.1149013377840418,-2.0668808229128626,0
2.0,24,0.9150167887396949,0.5630324789859475,0.08002587404292323,-0.8091032491115506,-0.713741708036201,-0.5023353386309491,0.5929769981655855,1.1332212327072486,-0.10803779572432862,0.6515061315445841,0.7301506180252189,5
2.0,3,-0.6878505137075456,-0.696961957555375,-0.8610678749815863,0.17777635360895228,2.0231985623327837,0.41303839089088207,-1.0813569128460607,-1.470300580329143,-1.260978451588436,-1.2410732998789435,-2.1491464535286884,0
2.0,1,-2.5578623665626594,-1.7469573213398106,0.26824462384782516,-0.7104152888395003,-0.713741708036201,-0.616757054821178,-1.8255053177401255,-1.6562664241174565,-1.4531352275657872,-1.7457611482585509,-2.231412084144514,0
2.0,3,-2.5578623665626594,-1.7469573213398106,0.08002587404292323,-0.7104152888395003,-0.827780885968242,-0.616757054821178,-1.8255053177401255,-1.470300580329143,-1.6452920035431384,-1.7457611482585509,-2.1491464535286884,0
2.0,1,-2.290717816154786,-1.5369582485829234,0.26824462384782516,-0.7104152888395003,-0.827780885968242,-0.5023353386309491,-1.6394682165166095,-1.470300580329143,-1.6452920035431384,-1.871933110353453,-2.3136777147603405,0
2.0,3,-0.1535614128917987,-0.9069610303122622,1.0211196230674329,-0.019599566935148315,0.19857171542012722,0.2986166747006532,-2.011542418963642,-0.7264372051758882,-0.6845081236563823,-0.4840415273095325,-1.9846151922970365,0
2.0,4,0.3807276879239481,-0.696961957555375,1.2093383728723348,-0.019599566935148315,0.4266500712842093,0.527460107081111,-1.6394682165166095,-1.470300580329143,-0.6845081236563823,-0.6102134894044343,-1.9023495616812107,0
2.0,6,-0.1535614128917987,-0.06696473928471375,0.8329008732625309,-0.3156634477512992,-0.3716241742400779,-0.1590701900602624,-0.1511714067284795,0.3893578575539939,-0.8766648996337335,-0.10552564102482695,-0.42156821059634403,1
2.0,7,0.11358313751607471,0.14303433347217334,0.8329008732625309,-0.3156634477512992,-0.3716241742400779,-0.1590701900602624,-0.1511714067284795,0.5753237013423076,-0.8766648996337335,1.2823659420190934,-0.2570369493646922,1
2.0,9,0.6478722383318215,0.14303433347217334,2.150432121896844,0.07908839333690197,0.0845325374880862,0.2986166747006532,-1.0813569128460607,0.2033920137656802,0.2762757562303738,0.6515061315445841,0.565619356793567,2
2.0,11,1.1821613391475683,0.3530334062290605,2.3386508717017462,0.769904115241254,0.6547284271482914,0.9851469718420266,0.40693989694206917,0.7612895451306212,5.464508707618857,2.7964294871579156,0.8946818792568707,2
2.0,12,1.4493058895554418,-0.06696473928471375,2.526869621506648,0.37515227415305286,0.6547284271482914,0.8707252556517977,0.5929769981655855,0.9472553889189349,1.8135299640491835,1.660881828303799,0.9769475098726966,2
2.0,19,2.250739540779062,0.9830306244997218,3.091525870921354,0.769904115241254,0.9968459609444145,0.9851469718420266,2.0812738079537154,1.5051529202838758,2.5821570679585886,2.41791360087321,1.6350725547993041,4
2.0,22,-0.1535614128917987,2.8730222793117055,0.8329008732625309,0.769904115241254,0.31261089335216824,0.7563035394615688,1.7091996055066827,1.6911187640721896,1.8135299640491835,1.660881828303799,1.6350725547993041,4
2.0,23,-0.1535614128917987,0.7730315517428347,2.526869621506648,0.27646431388100257,0.6547284271482914,0.7563035394615688,1.1510883018361342,1.8770846078605032,2.197843516003886,1.7870537903987007,1.71733818541513,4
2.0,25,1.4493058895554418,1.1930296972566088,4.220838369750766,0.769904115241254,0.7687676050803324,0.8707252556517977,1.7091996055066827,1.8770846078605032,2.005686740026535,1.9132257524936027,2.1286663384942597,4
2.0,20,2.250739540779062,1.1930296972566088,3.2797446207262557,0.769904115241254,1.4530026726725784,1.442833836602942,1.7091996055066827,2.063050451648817,2.390000291981237,1.9132257524936027,3.362650797731648,4
2.0,1,-2.5578623665626594,-1.9569563940966976,0.26824462384782516,-0.7104152888395003,-0.713741708036201,-0.5023353386309491,-1.8255053177401255,-1.6562664241174565,-2.0296055554978407,-1.7457611482585509,-2.3136777147603405,0
2.0,4,0.3807276879239481,-0.696961957555375,1.5857758724821385,0.17777635360895228,0.5406892492162503,0.527460107081111,-2.011542418963642,-0.16853967381094717,-0.30019457170167985,-0.10552564102482695,-0.3393025799805181,0
2.0,1,-2.290717816154786,-1.5369582485829234,0.26824462384782516,-0.7104152888395003,-0.827780885968242,-0.616757054821178,-1.6394682165166095,-1.470300580329143,-1.4531352275657872,-1.7457611482585509,-1.9023495616812107,0
2.0,3,-0.1535614128917987,-0.9069610303122622,1.0211196230674329,0.07908839333690197,0.4266500712842093,0.18419495851042428,-1.4534311152930932,-1.470300580329143,-1.4531352275657872,-1.2410732998789435,-2.3959433453761663,0
2.0,4,0.3807276879239481,-0.696961957555375,1.3975571226772365,-0.019599566935148315,0.19857171542012722,0.2986166747006532,-2.197579520187158,-0.7264372051758882,-0.6845081236563823,-0.4840415273095325,-1.7378183004495589,0
2.0,6,0.3807276879239481,0.14303433347217334,0.8329008732625309,-0.2169754874792489,-0.029506640443954825,-0.5023353386309491,0.22090279571855295,0.3893578575539939,-0.6845081236563823,0.14681828316497675,0.23655683433026334,1
2.0,7,0.9150167887396949,0.3530334062290605,0.8329008732625309,-0.019599566935148315,0.0845325374880862,0.2986166747006532,0.22090279571855295,0.5753237013423076,-0.49235134767903105,0.2729902452598786,0.6478849874093929,1
2.0,10,0.3807276879239481,-0.27696381204160087,2.150432121896844,0.27646431388100257,0.8828067830123734,0.7563035394615688,0.22090279571855295,-0.35450551759926086,0.46843253220772507,0.5253341694496823,1.8818694466467818,2
2.0,12,1.1821613391475683,0.14303433347217334,0.45646337365272704,0.47384023442510315,0.5406892492162503,0.7563035394615688,0.5929769981655855,1.5051529202838758,0.6605893081850763,1.2823659420190934,1.8818694466467818,2
2.0,13,1.1821613391475683,0.3530334062290605,2.3386508717017462,0.47384023442510315,0.5406892492162503,0.9851469718420266,0.9650512006126178,1.5051529202838758,0.6605893081850763,1.4085379041139952,2.046400707878434,2
2.0,17,1.4493058895554418,0.7730315517428347,2.71508837131155,0.769904115241254,0.9968459609444145,1.0995686880322555,1.3371254030596504,2.2490162954371304,1.6213731880718325,1.660881828303799,2.539994491573389,4
2.0,18,1.9835949903711887,0.9830306244997218,2.526869621506648,0.769904115241254,0.8828067830123734,0.9851469718420266,1.895236706730199,2.063050451648817,2.005686740026535,1.7870537903987007,2.786791383420867,4
2.0,20,1.9835949903711887,0.9830306244997218,2.71508837131155,0.6712161549692037,0.8828067830123734,0.9851469718420266,1.5231625042831665,1.5051529202838758,2.197843516003886,1.7870537903987007,3.1981195364999966,4
2.0,21,1.1821613391475683,0.7730315517428347,3.2797446207262557,0.769904115241254,1.3389634947405376,1.3284121204127133,1.7091996055066827,1.6911187640721896,1.8135299640491835,1.7870537903987007,3.1158539058841708,4
2.0,1,-2.5578623665626594,-1.9569563940966976,0.26824462384782516,-0.7104152888395003,-0.713741708036201,-0.5023353386309491,-1.8255053177401255,-1.6562664241174565,-1.8374487795204897,-1.7457611482585509,-2.231412084144514,0
2.0,1,-1.7564287153390392,-1.9569563940966976,0.644682123457629,-0.61172732856745,-0.59970253010416,-0.2734919062504913,-1.6394682165166095,-1.6562664241174565,-1.6452920035431384,-1.4934172240687473,-1.9846151922970365,0
2.0,5,-0.1535614128917987,-0.06696473928471375,0.8329008732625309,-0.3156634477512992,-0.3716241742400779,-0.1590701900602624,-0.1511714067284795,0.3893578575539939,-0.8766648996337335,-0.10552564102482695,-0.42156821059634403,1
2.0,10,0.3807276879239481,-0.486962884798488,1.9622133720919424,0.27646431388100257,0.8828067830123734,0.7563035394615688,-2.011542418963642,-0.35450551759926086,-0.49235134767903105,0.6515061315445841,0.3188224649460893,2
